Muestra,IRRADIANCE [W/m^2],TEMPERATURE [°C],ZENITH [deg],AZIMUTH [deg],ALBEDO,Vmpp,Impp,Pmpp,Fill Factor,Eficiencia
2020_08_04_06_20,0,15.1,157,-54,0.14,14.27,0.04,0.61,0.73426,1
2020_08_04_06_26,0,15.1,156,-56,0.14,14.46,0.07,0.98,0.74315,1
2020_08_04_06_32,0,15,155,-58,0.14,14.87,0.08,1.20,0.77464,3
2020_08_04_06_38,0,15,153,-61,0.14,15.26,0.09,1.39,0.76258,2
2020_08_04_06_43,0,14.9,152,-62,0.14,15.06,0.11,1.70,0.77032,3
2020_08_04_06_49,0,14.9,151,-63,0.14,15.45,0.13,1.98,0.76232,2
2020_08_04_06_55,0,14.9,150,-64,0.14,15.45,0.15,2.24,0.77083,3
2020_08_04_07_01,0,14.9,149,-65,0.14,15.26,0.14,2.15,0.76651,3
2020_08_04_07_06,0,14.8,148,-66,0.14,15.86,0.17,2.73,0.77636,3
2020_08_04_07_12,0,14.8,146,-67,0.14,15.86,0.17,2.65,0.75580,2
2020_08_04_07_18,0,14.8,144,-69,0.14,15.86,0.17,2.68,0.76856,3
2020_08_04_07_24,0,14.8,143,-70,0.14,15.66,0.20,3.16,0.77847,3
2020_08_04_07_29,0,14.7,142,-70,0.14,15.86,0.20,3.19,0.77371,3
2020_08_04_07_35,0,14.7,141,-71,0.14,16.26,0.33,5.32,0.79001,3
2020_08_04_07_41,0,14.7,139,-71,0.14,16.26,0.46,7.50,0.75703,2
2020_08_04_07_47,0,14.7,138,-72,0.14,16.26,0.54,8.75,0.80814,3
2020_08_04_07_53,0,14.6,136,-73,0.14,16.26,0.55,9.01,0.79815,3
2020_08_04_07_58,0,14.6,136,-73,0.14,15.86,0.32,5.08,0.76158,2
2020_08_04_08_04,0,14.6,133,-74,0.14,16.26,0.41,6.60,0.79608,3
2020_08_04_08_10,0,14.6,132,-75,0.14,16.46,0.67,10.95,0.77750,3
2020_08_04_08_16,0,14.6,131,-75,0.14,16.06,0.59,9.41,0.78003,3
2020_08_04_08_21,0,14.6,130,-75,0.14,16.26,0.54,8.80,0.75816,2
2020_08_04_08_27,0,14.6,129,-76,0.14,16.26,0.70,11.35,0.78423,3
2020_08_04_08_33,0,14.5,126,-77,0.14,16.06,0.64,10.28,0.77446,3
2020_08_04_08_39,0,14.5,125,-77,0.14,16.47,0.92,15.15,0.82246,3
2020_08_04_08_44,0,14.5,124,-77,0.14,16.26,0.95,15.41,0.77430,3
2020_08_04_08_50,0,14.5,123,-77,0.14,16.05,0.74,11.89,0.74378,1
2020_08_04_08_56,0,14.5,121,-78,0.14,16.26,1.17,19.09,0.78410,3
2020_08_04_09_02,0,14.5,120,-78,0.14,16.06,0.82,13.20,0.76238,2
2020_08_04_09_07,0,14.5,119,-78,0.14,16.06,0.72,11.53,0.75161,2
2020_08_04_09_13,0,14.5,117,-79,0.14,16.26,1.12,18.26,0.84620,3
2020_08_04_09_19,0,14.5,115,-79,0.14,17.46,1.71,29.87,0.85786,3
2020_08_04_09_30,0,14.5,113,-80,0.14,14.87,3.56,52.97,0.69760,0
2020_08_04_09_54,0,14.5,107,-81,0.14,15.65,1.11,17.36,0.77430,3
2020_08_04_10_28,0,14.7,98,-82,0.14,14.87,1.24,18.50,0.71318,1
2020_08_04_10_45,0,14.7,94,-82,0.14,13.66,4.63,63.29,0.62829,0
2020_08_04_10_51,0,14.7,93,-83,0.14,13.66,4.43,60.50,0.67676,0
2020_08_04_11_03,5,14.9,90,-83,0.14,14.66,1.36,19.89,0.69813,0
2020_08_04_11_08,14,15,88,-83,0.14,14.06,4.65,65.38,0.63416,0
2020_08_04_11_14,25,15,87,-83,0.14,15.06,1.17,17.56,0.76568,3
2020_08_04_11_20,37,15.1,86,-83,0.14,15.26,1.09,16.69,0.74172,1
2020_08_04_11_26,50,15.2,85,-83,0.14,16.86,1.67,28.16,0.98749,3
2020_08_04_11_37,85,15.4,82,-84,0.14,15.25,1.27,19.34,0.74321,1
2020_08_04_11_49,138,15.7,78,-84,0.14,14.87,1.31,19.41,0.73591,1
2020_08_04_11_54,152,15.8,77,-84,0.14,14.67,1.07,15.70,0.72636,1
2020_08_04_12_06,195,16,75,-84,0.14,15.06,1.42,21.37,0.71646,1
2020_08_04_12_18,201,16.5,71,-85,0.14,13.06,5.00,65.25,0.62335,0
2020_08_04_12_23,213,16.6,70,-85,0.14,13.26,4.73,62.69,0.61799,0
2020_08_04_12_35,239,16.9,67,-85,0.14,13.06,4.82,62.88,0.61989,0
2020_08_04_12_41,253,17.1,66,-85,0.14,13.46,4.51,60.64,0.63240,0
2020_08_04_12_46,269,17.2,65,-85,0.14,13.26,4.40,58.37,0.63079,0
2020_08_04_12_52,312,17.3,64,-85,0.14,13.06,4.65,60.77,0.62831,0
2020_08_04_12_58,363,17.5,62,-85,0.14,13.26,4.14,54.94,0.62689,0
2020_08_04_13_04,383,17.9,60,-85,0.14,13.26,4.32,57.28,0.63637,0
2020_08_04_13_09,412,18.1,59,-85,0.14,13.66,4.27,58.26,0.60551,0
2020_08_04_13_15,445,18.4,57,-86,0.14,14.27,1.66,23.75,0.76323,2
2020_08_04_13_21,406,18.7,56,-86,0.14,13.66,4.62,63.07,0.66217,0
2020_08_04_13_27,349,18.9,55,-86,0.14,14.06,3.27,45.93,0.61292,0
2020_08_04_13_32,377,19.2,54,-86,0.14,13.66,4.35,59.42,0.65084,0
2020_08_04_13_44,491,20,50,-86,0.14,13.26,4.48,59.35,0.66225,0
2020_08_04_13_56,496,20.5,47,-86,0.14,14.46,1.17,16.87,0.63629,0
2020_08_04_14_01,430,20.8,46,-86,0.14,14.86,1.22,18.10,0.69906,0
2020_08_04_14_07,349,21,45,-86,0.14,15.45,1.45,22.46,0.89403,3
2020_08_04_14_13,389,21.5,43,-86,0.14,15.06,1.27,19.17,0.73963,1
2020_08_04_14_24,585,22,40,-86,0.14,14.66,0.90,13.21,0.73268,1
2020_08_04_14_30,569,22.2,39,-86,0.14,14.45,4.14,59.75,0.67481,0
2020_08_04_14_36,516,22.5,38,-86,0.14,13.85,4.04,56.00,0.63884,0
2020_08_04_14_42,529,22.7,36,-86,0.14,13.66,3.91,53.47,0.64645,0
2020_08_04_14_47,560,23,35,-86,0.14,14.06,3.54,49.72,0.65599,0
2020_08_04_14_53,479,23.5,33,-87,0.14,13.85,3.53,48.82,0.65851,0
2020_08_04_14_59,479,23.5,33,-87,0.14,13.06,2.65,34.62,0.57845,0
2020_08_04_15_05,580,23.9,30,-87,0.14,14.66,0.56,8.24,0.74771,2
2020_08_04_15_10,608,24,29,-87,0.14,15.26,0.86,13.09,0.81124,3
2020_08_04_15_16,622,24.1,28,-87,0.14,14.86,1.40,20.79,0.42409,0
2020_08_04_15_22,584,24.3,26,-86,0.14,14.45,3.09,44.65,0.68490,0
2020_08_04_15_28,646,24.5,24,-86,0.14,14.66,0.69,10.12,0.69819,0
2020_08_04_15_34,795,24.6,23,-86,0.14,15.05,0.50,7.59,0.74526,2
2020_08_04_15_39,768,24.8,21,-86,0.14,15.06,0.44,6.64,0.75131,2
2020_08_04_15_45,691,24.9,20,-86,0.14,15.45,0.46,7.15,0.75639,2
2020_08_04_15_51,747,25,19,-86,0.14,16.05,1.52,24.33,0.68227,0
2020_08_04_15_57,841,25.2,18,-86,0.14,14.66,0.36,5.31,0.65847,0
2020_08_04_16_02,806,25.3,16,-86,0.14,14.66,0.28,4.12,0.74140,1
2020_08_04_16_08,775,25.4,14,-85,0.14,15.06,0.26,3.93,0.75458,2
2020_08_04_16_14,851,25.5,13,-85,0.14,15.06,0.27,4.10,0.74737,2
2020_08_04_16_20,888,25.5,12,-85,0.14,15.06,0.26,3.96,0.75496,2
2020_08_04_16_25,913,25.6,10,-84,0.14,15.05,0.27,4.03,0.75275,2
2020_08_04_16_31,923,25.6,9,-84,0.14,15.44,0.25,3.91,0.73446,1
2020_08_04_16_37,927,25.7,8,-83,0.14,15.45,0.23,3.58,0.73439,1
2020_08_04_16_43,869,25.8,5,-80,0.14,15.06,0.22,3.36,0.73904,1
2020_08_04_16_48,858,25.8,4,-76,0.14,15.06,0.23,3.40,0.74435,1
2020_08_04_16_54,852,25.9,3,-70,0.14,15.06,0.25,3.75,0.76087,2
2020_08_04_17_00,810,25.9,2,-45,0.14,15.26,0.27,4.17,0.75821,2
2020_08_04_17_06,764,25.9,1,-10,0.14,15.65,0.30,4.66,0.76444,2
2020_08_04_17_12,837,25.8,2,24,0.14,15.85,0.30,4.82,0.76192,2
2020_08_04_17_17,946,25.8,2,62,0.14,15.45,0.29,4.45,0.74888,2
2020_08_04_17_23,956,25.6,5,78,0.14,15.45,0.24,3.75,0.74985,2
2020_08_04_17_29,960,25.6,6,80,0.14,15.06,0.19,2.89,0.73837,1
2020_08_04_17_35,969,25.5,7,82,0.14,14.46,0.15,2.17,0.73078,1
2020_08_04_17_40,963,25.4,8,83,0.14,14.45,0.11,1.60,0.72287,1
2020_08_04_17_46,952,25.4,10,84,0.14,14.66,0.08,1.19,0.72936,1
2020_08_04_17_52,938,25.3,11,84,0.14,13.66,0.06,0.83,0.71037,1
2020_08_04_17_58,921,25.2,12,85,0.14,13.66,0.04,0.60,0.69212,0
2020_08_04_18_03,839,25,15,85,0.14,13.06,0.03,0.43,0.67589,0
2020_09_04_06_02,0,15.6,161,-45,0.14,12.05,0.01,0.10,0.68793,0
2020_09_04_06_08,0,15.5,159,-50,0.14,13.66,0.02,0.31,0.71544,1
2020_09_04_06_13,0,15.5,158,-52,0.14,14.46,0.05,0.65,0.75238,2
2020_09_04_06_19,0,15.5,157,-54,0.14,15.06,0.07,1.10,0.77571,3
2020_09_04_06_25,0,15.4,156,-56,0.14,15.45,0.10,1.61,0.78120,3
2020_10_04_06_02,0,16,161,-44,0.14,12.26,0.02,0.18,0.71434,1
2020_10_04_06_08,0,16,159,-49,0.14,12.87,0.02,0.28,0.68433,0
2020_10_04_06_13,0,15.9,158,-51,0.14,13.86,0.03,0.43,0.72254,1
2020_10_04_06_19,0,15.9,157,-53,0.14,14.27,0.04,0.60,0.71967,1
2020_10_04_06_25,0,15.9,156,-55,0.14,14.27,0.05,0.68,0.73977,1
2020_10_04_06_31,0,15.9,155,-57,0.14,14.06,0.05,0.65,0.74170,1
2020_10_04_06_36,0,15.8,154,-58,0.14,14.46,0.06,0.84,0.72938,1
2020_10_04_06_42,0,15.8,153,-59,0.14,14.66,0.08,1.14,0.76538,3
2020_10_04_06_48,0,15.8,150,-62,0.14,15.86,0.13,2.05,0.80506,3
2020_10_04_06_54,0,15.7,149,-63,0.14,15.45,0.15,2.27,0.77240,3
2020_10_04_06_59,0,15.7,149,-63,0.14,15.66,0.15,2.33,0.77354,3
2020_10_04_07_05,0,15.7,147,-65,0.14,15.86,0.17,2.66,0.76978,3
2020_10_04_07_11,0,15.6,146,-66,0.14,16.26,0.30,4.89,0.82281,3
2020_10_04_07_17,0,15.6,145,-67,0.14,16.47,0.50,8.30,0.78309,3
2020_10_04_07_22,0,15.6,144,-68,0.14,15.66,0.26,4.07,0.74464,1
2020_10_04_07_28,0,15.5,141,-69,0.14,16.47,0.23,3.82,0.77894,3
2020_10_04_07_34,0,15.4,140,-70,0.14,15.86,0.28,4.38,0.78715,3
2020_10_04_07_40,0,15.4,139,-70,0.14,16.26,0.44,7.22,0.77131,3
2020_10_04_07_45,0,15.3,138,-71,0.14,16.47,0.54,8.96,0.80458,3
2020_10_04_07_51,0,15.3,137,-72,0.14,16.06,0.78,12.45,0.78243,3
2020_10_04_07_57,0,15.3,136,-72,0.14,16.26,0.75,12.16,0.76659,3
2020_10_04_08_03,0,15.2,133,-73,0.14,16.05,0.60,9.55,0.74736,2
2020_10_04_08_08,0,15.2,132,-74,0.14,16.06,0.48,7.72,0.78603,3
2020_10_04_08_14,0,15.2,131,-74,0.14,16.06,0.52,8.42,0.78992,3
2020_10_04_08_20,0,15.1,130,-74,0.14,16.06,0.59,9.46,0.77571,3
2020_10_04_08_26,0,15.1,128,-75,0.14,16.26,0.61,9.87,0.78028,3
2020_10_04_08_31,0,15.1,127,-75,0.14,16.26,0.67,10.89,0.79299,3
2020_10_04_08_37,0,15.1,126,-76,0.14,16.06,0.89,14.29,0.76778,3
2020_10_04_08_43,0,15.1,124,-76,0.14,16.06,0.79,12.69,0.75676,2
2020_10_04_08_49,0,15,122,-77,0.14,16.26,0.76,12.36,0.77527,3
2020_10_04_08_54,0,15,121,-77,0.14,16.26,0.87,14.11,0.78401,3
2020_10_04_09_00,0,15,120,-77,0.14,16.06,0.98,15.69,0.76154,2
2020_10_04_09_06,0,15,119,-78,0.14,16.26,0.90,14.67,0.77825,3
2020_10_04_09_12,0,15,117,-78,0.14,16.06,1.26,20.20,0.77243,3
2020_10_04_09_17,0,14.9,116,-78,0.14,16.06,1.50,24.09,0.76529,3
2020_10_04_09_29,0,14.9,113,-79,0.14,15.66,1.66,26.03,0.74400,1
2020_10_04_09_40,0,14.8,110,-79,0.14,15.26,1.90,28.99,0.71826,1
2020_10_04_09_46,0,14.8,109,-80,0.14,15.06,2.20,33.06,0.70595,1
2020_10_04_09_52,0,14.8,108,-80,0.14,15.26,1.97,30.06,0.71626,1
2020_10_04_09_58,0,14.7,107,-80,0.14,15.26,2.06,31.47,0.79136,3
2020_10_04_10_09,0,14.7,103,-80,0.14,15.06,4.13,62.20,0.93863,3
2020_10_04_10_15,0,14.7,102,-81,0.14,14.06,2.72,38.24,0.81645,3
2020_10_04_10_21,0,14.6,100,-81,0.14,14.06,3.38,47.52,0.57225,0
2020_10_04_10_26,0,14.6,99,-81,0.14,15.06,2.03,30.56,0.70838,1
2020_10_04_10_32,0,14.6,98,-81,0.14,15.06,1.85,27.92,0.74998,2
2020_10_04_10_38,0,14.6,95,-81,0.14,16.05,1.81,29.05,0.62239,0
2020_10_04_10_44,0,14.6,94,-82,0.14,15.45,1.77,27.30,0.73184,1
2020_10_04_10_50,0,14.5,93,-82,0.14,14.66,3.00,43.99,0.66201,0
2020_10_04_10_55,0,14.5,92,-82,0.14,14.46,3.66,52.89,0.68305,0
2020_10_04_11_01,1,14.5,91,-82,0.14,14.06,4.34,61.03,0.67415,0
2020_10_04_11_07,3,14.6,89,-82,0.14,13.86,4.29,59.50,0.62192,0
2020_10_04_11_24,31,15,84,-83,0.14,13.66,4.73,64.56,0.63125,0
2020_10_04_11_36,66,15.2,82,-83,0.14,14.26,2.26,32.21,0.66185,0
2020_10_04_11_47,79,15.5,79,-83,0.14,13.66,4.44,60.68,0.72065,1
2020_10_04_12_10,158,16.1,73,-84,0.14,13.66,2.39,32.59,0.72786,1
2020_10_04_12_16,168,16.2,72,-84,0.14,15.06,2.19,32.95,0.87553,3
2020_10_04_12_22,186,16.4,71,-84,0.14,14.87,1.52,22.56,0.73760,1
2020_10_04_12_27,206,16.5,70,-84,0.14,15.45,1.84,28.43,0.74992,2
2020_10_04_12_33,181,16.8,67,-84,0.14,15.26,2.05,31.22,0.67719,0
2020_10_04_12_39,200,16.9,66,-84,0.14,15.45,1.53,23.58,0.73017,1
2020_10_04_12_45,229,17.1,65,-84,0.14,15.26,1.77,27.07,0.74731,2
2020_10_04_12_51,233,17.2,63,-84,0.14,15.45,1.63,25.12,0.73775,1
2020_10_04_12_56,227,17.3,62,-84,0.14,15.45,2.09,32.29,0.74591,2
2020_10_04_13_02,209,17.5,61,-84,0.14,14.66,2.01,29.44,0.58314,0
2020_10_04_13_08,169,17.9,58,-85,0.14,15.26,1.79,27.24,0.73032,1
2020_10_04_13_14,156,18.1,57,-85,0.14,15.06,1.83,27.56,0.71710,1
2020_10_04_13_19,199,18.3,56,-85,0.14,15.26,1.87,28.48,0.74553,2
2020_10_04_13_25,259,18.6,55,-85,0.14,15.06,2.16,32.48,0.75349,2
2020_10_04_13_31,287,18.8,54,-85,0.14,14.46,3.35,48.48,0.74790,2
2020_10_04_13_37,304,19,52,-85,0.14,14.06,2.77,38.88,0.49195,0
2020_10_04_13_42,296,19.2,51,-85,0.14,13.86,4.04,55.94,0.64047,0
2020_10_04_13_48,300,19.7,49,-85,0.14,13.66,4.07,55.56,0.64126,0
2020_10_04_13_54,327,19.9,47,-85,0.14,13.26,4.08,54.14,0.63802,0
2020_10_04_14_00,311,20.1,46,-85,0.14,13.46,3.90,52.53,0.64220,0
2020_10_04_14_05,286,20.3,45,-85,0.14,13.46,4.00,53.89,0.64867,0
2020_10_04_14_11,354,20.6,44,-85,0.14,14.06,3.77,52.95,0.64103,0
2020_10_04_14_29,448,21.4,39,-85,0.14,14.66,1.31,19.26,0.75407,2
2020_10_04_14_34,501,21.6,37,-85,0.14,14.45,3.21,46.36,0.66744,0
2020_10_04_14_46,538,22,35,-85,0.14,14.66,2.15,31.58,0.59956,0
2020_10_04_14_52,534,22.2,34,-85,0.14,14.66,1.17,17.11,0.72500,1
2020_10_04_14_57,525,22.4,32,-85,0.14,15.06,1.08,16.33,0.73244,1
2020_10_04_15_15,537,23,28,-85,0.14,15.06,0.66,9.92,0.75756,2
2020_10_04_15_20,587,23.1,26,-85,0.14,15.06,0.55,8.30,0.75137,2
2020_10_04_15_26,648,23.2,25,-85,0.14,15.25,0.42,6.34,0.74709,2
2020_10_04_15_32,658,23.3,24,-85,0.14,15.06,0.30,4.58,0.75831,2
2020_10_04_15_38,680,23.6,21,-84,0.14,14.87,0.27,3.94,0.75523,2
2020_10_04_15_43,719,23.7,20,-84,0.14,15.06,0.22,3.37,0.74336,1
2020_10_04_15_49,766,23.8,19,-84,0.14,15.06,0.16,2.47,0.73292,1
2020_10_04_15_55,815,23.9,18,-84,0.14,14.66,0.15,2.21,0.75287,2
2020_10_04_16_01,847,24,16,-83,0.14,15.25,0.17,2.55,0.76394,2
2020_10_04_16_06,873,24.1,15,-83,0.14,15.25,0.18,2.81,0.75173,2
2020_10_04_16_12,865,24.1,14,-82,0.14,15.25,0.21,3.26,0.77875,3
2020_10_04_16_18,782,24.2,11,-81,0.14,15.26,0.26,3.95,0.75614,2
2020_10_04_16_24,712,24.2,10,-80,0.14,15.45,0.25,3.79,0.77045,3
2020_10_04_16_29,746,24.2,9,-79,0.14,15.45,0.27,4.20,0.75345,2
2020_10_04_16_35,809,24.3,8,-77,0.14,15.06,0.22,3.24,0.77095,3
2020_10_04_16_41,775,24.3,7,-74,0.14,15.44,0.28,4.26,0.76841,3
2020_10_04_16_47,710,24.3,5,-71,0.14,15.25,0.24,3.68,0.75129,2
2020_10_04_16_53,597,24.4,3,-56,0.14,15.06,0.20,3.00,0.76254,2
2020_10_04_16_58,597,24.4,3,-56,0.14,14.86,0.17,2.47,0.74109,1
2020_10_04_17_04,715,24.3,2,-3,0.14,14.66,0.10,1.44,0.71727,1
2020_10_04_17_10,705,24.2,2,24,0.14,14.06,0.06,0.77,0.71159,1
2020_10_04_17_16,661,24.1,3,51,0.14,13.45,0.05,0.63,0.69723,0
2020_10_04_17_21,479,24,4,62,0.14,13.06,0.04,0.47,0.69080,0
2020_10_04_17_27,261,23.8,5,70,0.14,13.26,0.03,0.41,0.68785,0
2020_10_04_17_33,286,23.6,7,76,0.14,13.06,0.02,0.29,0.67796,0
2020_10_04_17_39,313,23.5,9,78,0.14,13.06,0.02,0.22,0.65872,0
2020_10_04_17_44,336,23.4,10,80,0.14,12.66,0.01,0.18,0.66070,0
2020_10_04_17_50,407,23.3,11,81,0.14,11.86,0.01,0.14,0.65374,0
2020_10_04_17_56,489,23.1,12,81,0.14,11.65,0.01,0.12,0.63453,0
2020_11_04_06_23,0,15,155,-54,0.14,13.86,0.03,0.37,0.71261,1
2020_11_04_06_29,0,14.9,154,-56,0.14,14.06,0.04,0.52,0.73300,1
2020_11_04_06_35,0,14.9,153,-57,0.14,15.06,0.06,0.92,0.76643,3
2020_11_04_06_40,0,14.9,152,-59,0.14,15.06,0.08,1.25,0.76353,2
2020_11_04_06_46,0,14.9,151,-60,0.14,15.06,0.09,1.31,0.75696,2
2020_11_04_06_52,0,14.9,150,-61,0.14,15.26,0.09,1.40,0.75999,2
2020_11_04_06_58,0,14.9,149,-63,0.14,15.66,0.12,1.86,0.78358,3
2020_11_04_07_03,0,14.8,147,-65,0.14,15.86,0.16,2.52,0.77779,3
2020_11_04_07_09,0,14.8,146,-66,0.14,15.86,0.16,2.54,0.76138,2
2020_11_04_07_15,0,14.8,145,-66,0.14,15.66,0.16,2.47,0.76477,2
2020_11_04_07_21,0,14.8,143,-67,0.14,16.06,0.17,2.71,0.77583,3
2020_11_04_07_26,0,14.8,142,-68,0.14,15.86,0.23,3.65,0.78916,3
2020_11_04_07_32,0,14.7,141,-69,0.14,16.26,0.28,4.59,0.78385,3
2020_11_04_07_38,0,14.7,139,-70,0.14,16.26,0.33,5.40,0.79096,3
2020_11_04_07_44,0,14.7,138,-71,0.14,16.47,0.40,6.51,0.79435,3
2020_11_04_07_49,0,14.7,137,-71,0.14,16.46,0.46,7.51,0.80008,3
2020_11_04_07_55,0,14.7,135,-72,0.14,16.47,0.57,9.31,0.79551,3
2020_11_04_08_01,0,14.6,134,-72,0.14,16.47,0.66,10.87,0.78971,3
2020_11_04_08_07,0,14.6,133,-73,0.14,16.66,0.75,12.54,0.78701,3
2020_11_04_08_13,0,14.6,131,-74,0.14,16.66,0.81,13.49,0.77929,3
2020_11_04_08_18,0,14.7,129,-74,0.14,16.47,0.84,13.87,0.77832,3
2020_11_04_08_24,0,14.7,128,-74,0.14,16.65,0.86,14.39,0.78039,3
2020_11_04_08_30,0,14.7,127,-75,0.14,16.66,0.85,14.13,0.77588,3
2020_11_04_08_36,0,14.7,126,-75,0.14,16.47,0.84,13.82,0.77208,3
2020_11_04_08_41,0,14.7,125,-76,0.14,16.47,0.85,14.03,0.78278,3
2020_11_04_08_47,0,14.7,123,-76,0.14,16.66,1.05,17.54,0.79030,3
2020_11_04_08_53,0,14.7,121,-77,0.14,16.47,1.15,18.86,0.77151,3
2020_11_04_08_59,0,14.7,121,-77,0.14,16.26,1.19,19.35,0.76550,3
2020_11_04_09_04,0,14.7,119,-77,0.14,16.47,1.17,19.20,0.76309,2
2020_11_04_09_10,0,14.7,117,-77,0.14,16.26,1.07,17.35,0.76671,3
2020_11_04_09_16,0,14.7,116,-78,0.14,16.26,1.06,17.17,0.76483,2
2020_11_04_09_22,0,14.7,115,-78,0.14,16.47,0.98,16.21,0.77864,3
2020_11_04_09_27,0,14.7,114,-78,0.14,16.26,1.29,20.96,0.77213,3
2020_11_04_09_33,0,14.7,111,-79,0.14,16.05,1.55,24.83,0.74578,2
2020_11_04_09_39,0,14.7,110,-79,0.14,16.06,1.67,26.82,0.77247,3
2020_11_04_09_45,0,14.7,109,-79,0.14,15.86,1.80,28.60,0.73765,1
2020_11_04_09_50,0,14.7,108,-79,0.14,15.86,1.86,29.55,0.74390,1
2020_11_04_09_56,0,14.7,106,-80,0.14,15.66,1.79,28.03,0.75301,2
2020_11_04_10_02,0,14.7,105,-80,0.14,15.66,1.99,31.18,0.73143,1
2020_11_04_10_08,0,14.7,103,-80,0.14,15.66,2.09,32.78,0.73433,1
2020_11_04_10_13,0,14.7,101,-80,0.14,15.45,2.38,36.79,0.74124,1
2020_11_04_10_19,0,14.7,100,-80,0.14,16.06,1.91,30.63,0.78398,3
2020_11_04_10_25,0,14.7,99,-81,0.14,14.87,3.54,52.64,0.69883,0
2020_11_04_10_31,0,14.7,98,-81,0.14,14.46,2.83,40.88,0.62653,0
2020_11_04_10_42,0,14.7,95,-81,0.14,12.86,4.55,58.51,0.61707,0
2020_11_04_10_48,0,14.7,93,-81,0.14,12.87,4.85,62.38,0.56046,0
2020_11_04_11_00,1,14.8,90,-82,0.14,14.46,2.34,33.79,0.72362,1
2020_11_04_11_23,30,15.1,84,-82,0.14,14.66,2.03,29.70,0.70684,1
2020_11_04_11_28,32,15.1,83,-82,0.14,15.06,2.53,38.07,0.72895,1
2020_11_04_11_34,32,15.2,82,-83,0.14,14.06,3.71,52.22,0.65703,0
2020_11_04_11_40,36,15.3,81,-83,0.14,13.65,4.01,54.70,0.67972,0
2020_11_04_11_46,43,15.3,79,-83,0.14,14.87,2.12,31.52,0.75253,2
2020_11_04_11_51,53,15.4,78,-83,0.14,14.87,1.91,28.39,0.68671,0
2020_11_04_11_57,64,15.5,77,-83,0.14,14.87,1.74,25.92,0.75518,2
2020_11_04_12_03,70,15.6,74,-83,0.14,15.26,1.80,27.48,0.72951,1
2020_11_04_12_09,75,15.6,73,-83,0.14,15.66,1.81,28.31,0.73306,1
2020_11_04_12_14,80,15.6,72,-83,0.14,15.26,2.03,30.99,0.73066,1
2020_11_04_12_20,85,15.7,71,-83,0.14,15.06,2.08,31.34,0.72708,1
2020_11_04_12_26,91,15.7,69,-84,0.14,15.06,2.04,30.72,0.71945,1
2020_11_04_12_32,103,15.7,68,-84,0.14,15.66,1.88,29.38,0.73001,1
2020_11_04_12_38,133,15.8,66,-84,0.14,15.26,2.09,31.85,0.72453,1
2020_11_04_12_43,151,15.8,65,-84,0.14,14.86,2.41,35.75,0.68373,0
2020_11_04_12_49,174,15.9,63,-84,0.14,15.28,2.26,34.55,0.76509,3
2020_11_04_12_55,199,15.9,62,-84,0.14,15.07,1.91,28.74,0.70082,1
2020_11_04_13_01,223,15.9,61,-84,0.14,15.26,1.64,24.95,0.74048,1
2020_11_04_13_06,247,16,60,-84,0.14,15.26,1.55,23.61,0.73758,1
2020_11_04_13_12,272,16,58,-84,0.14,15.86,1.41,22.33,0.74910,2
2020_11_04_13_18,323,16.2,56,-84,0.14,15.45,1.43,22.16,0.74455,1
2020_11_04_13_24,348,16.2,55,-84,0.14,15.45,1.44,22.19,0.76291,2
2020_11_04_13_29,363,16.3,53,-84,0.14,15.45,1.48,22.85,0.73144,1
2020_11_04_13_35,376,16.3,52,-84,0.14,15.45,1.36,20.98,0.75050,2
2020_11_04_13_41,376,16.4,51,-84,0.14,15.86,1.26,19.92,0.75479,2
2020_11_04_13_47,371,16.4,50,-84,0.14,15.66,1.14,17.87,0.74394,1
2020_11_04_13_58,366,16.6,47,-85,0.14,15.45,1.02,15.77,0.74093,1
2020_11_04_14_04,368,16.6,45,-85,0.14,15.65,0.93,14.52,0.73889,1
2020_11_04_14_10,372,16.7,44,-85,0.14,15.65,0.88,13.76,0.75062,2
2020_11_04_14_16,377,16.7,42,-85,0.14,15.86,0.87,13.86,0.76398,2
2020_11_04_14_21,382,16.7,41,-85,0.14,15.86,1.09,17.21,0.75312,2
2020_11_04_14_33,448,16.8,37,-85,0.14,15.26,1.34,20.51,0.74988,2
2020_11_04_14_39,473,16.8,36,-85,0.14,15.65,1.55,24.19,0.75518,2
2020_11_04_14_50,527,16.9,34,-84,0.14,15.45,1.45,22.46,0.73379,1
2020_11_04_14_56,561,16.9,32,-84,0.14,15.45,1.44,22.26,0.67784,0
2020_11_04_15_02,577,17,31,-84,0.14,15.26,1.54,23.44,0.71142,1
2020_11_04_15_07,586,17.1,30,-84,0.14,15.26,1.76,26.78,0.65425,0
2020_11_04_15_13,581,17.3,27,-84,0.14,15.06,1.52,22.82,0.73272,1
2020_11_04_15_19,603,17.4,26,-84,0.14,15.45,1.41,21.71,0.72964,1
2020_11_04_15_25,636,17.6,25,-84,0.14,16.05,1.30,20.87,0.74334,1
2020_11_04_15_30,695,17.7,24,-84,0.14,15.26,1.70,25.94,0.71922,1
2020_11_04_15_36,759,17.8,23,-83,0.14,15.26,2.37,36.23,0.88076,3
2020_11_04_15_42,768,18,21,-83,0.14,15.45,1.43,22.12,0.75603,2
2020_11_04_15_48,801,18.2,19,-83,0.14,15.06,3.09,46.54,0.73111,1
2020_11_04_15_53,855,18.4,18,-82,0.14,16.46,1.84,30.29,0.55539,0
